judul,berita,emiten
"Menyambut Direksi Baru BEI, Simak Menu Saham Hari Ini","harga inco turun rp 450 (6,67%) menjadi rp 6.300. selanjutnya, asing menjual saham tlkm dengan net sell rp 28,5 miliar.","['inco', 'tlkm']"
"Menyambut Direksi Baru BEI, Simak Menu Saham Hari Ini","harga tlkm stagnan di rp 4.050. selain itu, saham itmg dengan net sell rp 26,8 miliar, dan harga sahamnya jatuh rp 925 (2,81%) menjadi rp 32.025. terakhir, saham film sebesar rp 16 miliar.","['tlkm', 'itmg']"
"Menyambut Direksi Baru BEI, Simak Menu Saham Hari Ini","namun, harganya malah naik rp 5 (0,26%) menjadi rp 1.950. baca juga : ini jajaran saham bikin investor berkantong tebal pada saat bersamaan, saham-saham yang paling banyak dibeli investor asing atau net buy adalah ptharum energy tbk (hrum) sebesar rp 33,5 miliar, pt kalbe farma tbk (klbf) sebanyak rp 25,8 miliar, pt merdeka copper gold tbk (mdka) sebesar rp 20,6 miliar, pt adaro mineral indonesia tbk (admr) mencapai rp 17,3 miliar, dan pt perusahaan gas negara tbk (pgas) sebesar rp 11,8 miliar.","['hrum', 'klbf', 'mdka', 'pgas']"
"Pilarmas: IHSG Melemah, Lima Saham Pilihan Masuk Radar","ihsg dibuka melemah 0,08% di posisi 7.978,39 dan berakhir melemah 0,52% atau 36,41 poin ke 6.947,89 pada penutupan perdagangan sesi pertama pukul 11:30 wib.",['buka']
"Pilarmas: IHSG Melemah, Lima Saham Pilihan Masuk Radar","menurut data pt bursa efek indonesia (bei), sejak perdagangan dibuka ihsg sudah berada di zona merah.",['buka']
"Pilarmas: IHSG Melemah, Lima Saham Pilihan Masuk Radar","level terendah berada di posisi 6.920,73 menjelang pukul 11:00 wib dan level tertinggi berada di 6.995,07 sesaat setelah perdagangan dibuka.",['buka']
"Pilarmas: IHSG Melemah, Lima Saham Pilihan Masuk Radar","dua saham yang paling banyak diborong asing yaitu pt harum energy tbk (hrum) dan pt kalbe farma tbk (klbf) dengan nilai pembelian bersih masing-masing sebesar rp 33,5 miliar dan rp 25,8 miliar.","['hrum', 'klbf']"
"Pilarmas: IHSG Melemah, Lima Saham Pilihan Masuk Radar","hrum tercatat flat di rp 1.655/unit dan klbf naik 1,85% ke rp 1.655/unit.","['hrum', 'klbf']"
"Pilarmas: IHSG Melemah, Lima Saham Pilihan Masuk Radar","sementara itu, saham yang paling banyak dilepas adalah pt bank rakyat indonesia tbk (bbri) dan pt vale indonesia tbk (inco) dengan nilai penjualan bersih masing-masing sebesar rp 77,7 miliar dan 60,9 miliar.","['bbri', 'inco']"
"Pilarmas: IHSG Melemah, Lima Saham Pilihan Masuk Radar","bbri flat di rp 4.320/unit sementara inco anjlok 6,67% ke rp 6.300/unit.","['bbri', 'inco']"
Sinyal Keseriusan BBRI dan BBNI Garap Pembiayaan Proyek Hijau,"pada pembukaan perdagangan hari ini, ihsg dibuka melemah di level 6.978,39. lalu selang 30 menit perdagangan, setelah sempat menguat ihsg terpantau melemah lebih dalam 0,54 persen atau 37,43 poin ke level 6.946,88. adapun pada perdagangan rabu (22/6/2022), ihsg ditutup melemah 0,85 persen di level 6.984,31. investor asing terpantau masih melepas saham emiten perbankan dan juga saham berkapitalisasi besar dengan aksi jual bersih atau net foreign sell sekitar rp89,40 miliar per pukul 09.30. saham paling banyak dilepas asing pada perdagangan hari ini adalah saham emiten perbankan pt bank rakyat indonesia tbk.","['buka', 'buka']"
Sinyal Keseriusan BBRI dan BBNI Garap Pembiayaan Proyek Hijau,"(bbri) sebesar rp45,2 miliar.",['bbri']
Sinyal Keseriusan BBRI dan BBNI Garap Pembiayaan Proyek Hijau,sementara saham bbri masih terpantau stagnan di level 4.320. kemudian saham pt bank negara indonesia tbk.,['bbri']
Sinyal Keseriusan BBRI dan BBNI Garap Pembiayaan Proyek Hijau,(bbni) dan pt telkom indonesia (persero) tbk.,['bbni']
Sinyal Keseriusan BBRI dan BBNI Garap Pembiayaan Proyek Hijau,"(tlkm) yang juga ikut dilepas, masing-masing mencatat net foreign sell sebesar rp10,5 miliar dan rp9,7 miliar, sehingga saham keduanya terpantau melemah.",['tlkm']
Sinyal Keseriusan BBRI dan BBNI Garap Pembiayaan Proyek Hijau,"di sisi lain saham pnbn, asii, dan hrum menjadi saham yang paling banyak diborong investor asing dengan masing-masing net buy sebesar rp7,3 miliar, rp6,0 miliar, dan rp4,5 miliar.","['asii', 'hrum']"
"Pacu Penyaluran KPR FLPP, BNI (BBNI) Gandeng 54 Pengembang Rumah Subsidi","ihsg hari ini dibuka terkoreksi, saham slis dan enrg masuk top losers finance bisnis detail berita ihsg hari ini dibuka terkoreksi, saham slis dan enrg masuk top losers dinar fitra maghiszha · kamis, 23 juni 2022 - 09:29:00 wib ihsg hari ini dibuka terkoreksi, saham slis dan enrg masuk top losers jakarta, inews.id - indeks harga saham gabungan (ihsg) pada hari ini dibuka terkoreksi.","['buka', 'buka', 'buka', 'buka']"
"Pacu Penyaluran KPR FLPP, BNI (BBNI) Gandeng 54 Pengembang Rumah Subsidi","ihsg melemah 5,93 poin atau 0,08 persen ke posisi 6.978,39. pada pembukaan perdagangan kamis (23/6/2022), tercatat 169 saham menguat, 124 saham melemah, dan 207 lainnya stagnan.",['buka']
"Pacu Penyaluran KPR FLPP, BNI (BBNI) Gandeng 54 Pengembang Rumah Subsidi","sedangkan yang menguat adalah energi naik 0,50 persen, non-siklikal positif 0,78 persen, dan siklikal bertambah 0,14 persen.investor asing melakukan net sell sebanyak rp53,31 miliar di awal pembukaan.",['buka']
"Pacu Penyaluran KPR FLPP, BNI (BBNI) Gandeng 54 Pengembang Rumah Subsidi","pembelian asing di pasar reguler antara lain pt harum energy tbk (hrum) rp487,7 juta, pt selamat sempurna tbk (smsm) rp450,5 juta, dan pt bank neo commerce tbk (bbyb) rp122,2 juta.adapun penjualan asing di pasar reguler, yakni pt bank rakyat indonesia tbk(bbri) rp28,8 miliar, pt bank central asia tbk (bbca) rp7,8 miliar, dan pt murni sadar tbk (mtmh) rp5,0 miliar.saham-saham yang masuk top gainers, yaitu pt ristia bintang mahkotasejati tbk (rbms) melejit 14,55 persen di rp63, pt trimuda nuansa citra tbk (tnca) melesat 10,91 persen di rp610, dan pt djasa ubersakti tbk (ptdu) tumbuh 8,41 persen di rp116.adapun saham-saham yang masuk top losers, antara lain saham pt gaya abadi sempurna tbk (slis) melemah 6,58 persen di rp284, pt winner nusantara jaya tbk (winr) merosot 6,06 persen di rp93, dan pt energi mega persada tbk (enrg) tertekan 3,79 persen di rp254.","['hrum', 'bbri', 'bbca']"
"Pacu Penyaluran KPR FLPP, BNI (BBNI) Gandeng 54 Pengembang Rumah Subsidi","ihsg hari ini dibuka menguat, saham bbri dan asii paling diminati asing ihsg hari ini berpotensi reli, 9 saham berikut bisa jadi pilihan ditopang saham pertambangan, ihsg hari ini ditutup tembus level 7.044 ihsg hari ini dibuka menguat, investor asing borong tlkm-bbca anies kabarkan ibu dan 1 anaknya positif covid-19 tanpa gejala komentar .fb_iframe_widget_fluid_desktop iframe { min-width: 100%; }","['buka', 'bbri', 'asii', 'buka', 'tlkm', 'bbca']"
"Phintraco Sekuritas: IHSG Fluktuatif, BIPI Hingga BBRI Berpotensi Rebound","ihsg dibuka turun jelang putusan rdg bi, saham bbri dilego asing bisnis.com , jakarta - indeks harga saham gabungan ( ihsg ) dibuka melemah jelang pengumuman hasil rapat dewan gubernur (rdg) bnak indonesia (bi) siang ini.","['buka', 'bbri', 'buka']"
"Phintraco Sekuritas: IHSG Fluktuatif, BIPI Hingga BBRI Berpotensi Rebound","saham bbri menjaid yang paling banyak dilego asing dengan net sell rp31,3 miliar, selanjutnya bbca rp9 miliar, dan tlkm rp5,5 miliar.","['bbri', 'bbca', 'tlkm']"
"IHSG Diprediksi Rebound, Mainkan Saham Unggulan Analis","ihsg dibuka melemah, saham energi kuasai top losers republika.co.id, jakarta -- indeks harga saham gabungan (ihsg) bursa efek indonesia (bei)dibuka melemah 5,93 poin atau 0,08 persen ke posisi 6.978,39, kamis (23/6/2022).","['buka', 'buka']"
"IHSG Diprediksi Rebound, Mainkan Saham Unggulan Analis","bahkan, saham resources berkategori jumbo semua alami pelemahan seperti ptba, inco, itmg, adro, aali, dan pgas.","['ptba', 'inco', 'itmg', 'adro', 'pgas']"
"IHSG Diprediksi Rebound, Mainkan Saham Unggulan Analis","begitu juga dengan perbankan, seperti bbca, bmri, bbri dan bbni.","['bbca', 'bmri', 'bbri', 'bbni']"
"IHSG Diprediksi Rebound, Mainkan Saham Unggulan Analis","seperti enrg, inco, nicl, tins, raja, winr, pnbs, bumi, bmrs, dan admr.","['inco', 'tins']"
"IHSG Diprediksi Rebound, Mainkan Saham Unggulan Analis","sedangkan untuk top gainers pamg, rigs, kblv, ptdu,rbms, esip, fren, bhit, excl,tnca, cpin, sger, dan jpfa.","['excl', 'cpin', 'jpfa']"
"Asing Net Sell Jumbo Rp 1,49 Triliun, Saham-Saham Ini Banyak Dijual, Selasa (28/6)","ihsg dibuka melemah jelang hasil rdg bank indonesia  solopos.com, jakarta– perdagangan saham hari ini, kamis (23/6/2022), dibuka melemah menjelang pengumuman hasil rapat dewan gubernur (rdg) bnak indonesia (bi) siang ini.","['buka', 'buka']"
"Asing Net Sell Jumbo Rp 1,49 Triliun, Saham-Saham Ini Banyak Dijual, Selasa (28/6)","saham bbri menjadi yang paling banyak dilego asing dengan net sell rp31,3 miliar, selanjutnya bbca rp9 miliar, dan tlkm rp5,5 miliar.","['bbri', 'bbca', 'tlkm']"
"Asing Banyak Menadah Saham-Saham Ini di Tengah Penurunan IHSG, Selasa (28/6)","""volatilitas market global dan regional serta volatilitas harga komoditas, sisi lain penopang pergerakan ihsg masih berasal dari kondisi kestabilan perekonomian dalam negeri dan mulai berputarnya roda perekonomian dalam negeri,"" kata william dalam risetnya, kamis (23/6/2022).saham-saham yang dapat jadi pilihan hari ini, di antaranya:jsmrpwonasrihmspunvrtlkmbinatbigklbfsementara itu, ihsg berada di zona merah pada sesi terakhir perdagangan kemarin.","['hmsp', 'unvr', 'tlkm', 'tbig', 'klbf']"
"Asing Banyak Menadah Saham-Saham Ini di Tengah Penurunan IHSG, Selasa (28/6)","lihat juga: tonton video dance yang lagi viral dan bisa dapat uang jutaan rupiah editor : jujuk ernawati tag : ihsg ihsg hari ini saham bagikan artikel: share share berita terkait ihsg hari ini dibuka menguat, saham bbri dan asii paling diminati asing ihsg hari ini berpotensi reli, 9 saham berikut bisa jadi pilihan ditopang saham pertambangan, ihsg hari ini ditutup tembus level 7.044 ihsg hari ini dibuka menguat, investor asing borong tlkm-bbca ihsg hari ini berpotensi melemah, intip 9 saham pilihan berikut kisah khalifah harun al-rasyid membagi dunia kepada 3 putranya di kaki kakbah komentar .fb_iframe_widget_fluid_desktop iframe { min-width: 100%; }","['buka', 'bbri', 'asii', 'buka', 'tlkm', 'bbca']"
Sektor Saham Ini Bakal Jadi Penopang IHSG pada Semester II 2022,"berikut ini beberapa rekomendasi dari yugen bertumbuh sekuritas, untuk saham-saham berpotensi dicermati pada perdagangan hari ini, di antaranya adalah: - jsmr - pwon - asri - hmsp - unvr - tlkm - bina - tbig - klbf research analyst artha sekuritas indonesia, dennies christoper menambahkan, ada beberapa saham layak dicermati pada perdagangan hari ini.","['hmsp', 'unvr', 'tlkm', 'tbig', 'klbf']"
Sektor Saham Ini Bakal Jadi Penopang IHSG pada Semester II 2022,"dia pun rekomendasikan saham milik eraa erajaya swasembada tbk dengan target price 530 – 545, tingkat masuk 500 - 510, dan stop loss 490.",['eraa']
Sektor Saham Ini Bakal Jadi Penopang IHSG pada Semester II 2022,"selain eraa, dennies juga rekomendasikan saham milik mika mitra keluarga karyasehat tbk.","['eraa', 'mika']"
Sektor Saham Ini Bakal Jadi Penopang IHSG pada Semester II 2022,"mika masih menarik dicermati dengan target price 2.950 - 3.000, tingkat masuk 2.800 - 2.850, dan stop loss 2.770.",['mika']
Sektor Saham Ini Bakal Jadi Penopang IHSG pada Semester II 2022,"disclaimer: artikel ini merupakan rekomendasi dan analisis saham dari analis sekuritas yang bersangkutan, bukan untuk mengajak membeli atau menjual saham tertentu.",['buka']
Bank Mandiri Bakal Tambah Fitur NPWP 16 Digit di Semua Saluran Pembayaran,"saham  tins ikut-ikutan anjlok pangkalpinang, www.wowbabel.com –- kejatuhan harga timah dunia mempengaruhi pergerakan saham pt timah tbk (tins) sebagai produsen utama timah di indonesia.","['tins', 'tins']"
Bank Mandiri Bakal Tambah Fitur NPWP 16 Digit di Semua Saluran Pembayaran,dalam.dua hari berturut saham tins terkoreksi.,['tins']
Bank Mandiri Bakal Tambah Fitur NPWP 16 Digit di Semua Saluran Pembayaran,"pada pembukaan perdagangan di busa efek indonsia (bei), kamis (22/3/6), saham tins terpantau melemah 40.poin atau 2,48% menjadi rp1.575 per.saham.","['buka', 'tins']"
Bank Mandiri Bakal Tambah Fitur NPWP 16 Digit di Semua Saluran Pembayaran,"tins melanjutkan penurunan tajam pada penutupan perdagangan kemarin sebesar 120 poin atau 6,92% menjadi rp1.615 per saham.",['tins']
Bank Mandiri Bakal Tambah Fitur NPWP 16 Digit di Semua Saluran Pembayaran,timah shanghai furutures exchange (shfe) merosot setelah dibuka sejak pagi hari dan turun lebih dari 3%.,['buka']
Bank Mandiri Bakal Tambah Fitur NPWP 16 Digit di Semua Saluran Pembayaran,"saham tins masuk dalam top loser bersama saham pt astrindo nusantara infrastruktur tbk (bipi) turun 6,82 persen ke rp123, dan saham pt bank panin dubai syariah tbk (pnbs) turun 6,74 persen ke rp83.",['tins']
Bank Mandiri Bakal Tambah Fitur NPWP 16 Digit di Semua Saluran Pembayaran,"indeks lq45 turun 0,74 persen ke 1.010,493, indeks jii menurun 0,63 persen ke 586,29, indeks idx30 turun 0,87 persen ke 539,57 dan indeks mnc36 menurun 0,94 persen ke 332,033. investor asing melakukan aksi jual bersih atau net sell sebesar rp139,13 miliar dengan sasar jual terhadap saham bbri sebanyak rp67,7 miliar, antm sebanyak rp66,5 miliar, dan bbni sebanyak rp47,6 miliar.","['bbri', 'antm', 'bbni']"
BRI Jalin Kerja Sama Implementasi Aplikasi PSIAP bersama Dirjen Pajak Kemenkeu,"laba bersih melonjak, simak target harga saham btn (bbtn) reporter: dina mirayanti hutauruk | editor: anna suci perwitasari kontan.co.id - jakarta.",['bbtn']
BRI Jalin Kerja Sama Implementasi Aplikasi PSIAP bersama Dirjen Pajak Kemenkeu,"berdasarkan laporan keuangan bulanan btn per mei 2022, bank spesialis segmen perumahan ini berhasil membukukan laba bersih hingga rp 1,06 triliun capaian itu meningkat 49,19% dibandingkan periode yang sama tahun sebelumnya yang tercatat hanya rp 716,44 miliar melesatnya laba perusahaan yang memiliki kode saham bbtn ini dipengaruhi oleh peningkatan pendapatan bunga bersih atawa net interest income (nii) yang tumbuh 25,95% menjadi rp 5,9 triliun, dibandingkan mei 2021 rp 4,68 triliun.","['bbtn', 'inco']"
BRI Jalin Kerja Sama Implementasi Aplikasi PSIAP bersama Dirjen Pajak Kemenkeu,"sejalan dengan kinerja dpk, penyaluran kredit dan pembiayaan syariah bbtn juga tumbuh 6,7% menjadi rp280,99 triliun.",['bbtn']
BRI Jalin Kerja Sama Implementasi Aplikasi PSIAP bersama Dirjen Pajak Kemenkeu,performa kredit properti juga terbukti mempercepat pemulihan ekonomi nasional setelah tertekan selama pandemi covid 19. analis mnc sekuritas tirta widi gilang citradi menilai kinerja cemerlang ini bisa menjadi modal berharga bbtn dalam menggalang dukungan publik pada aksi korporasi penerbitan saham baru melalui rights issue.,['bbtn']
BRI Jalin Kerja Sama Implementasi Aplikasi PSIAP bersama Dirjen Pajak Kemenkeu,pertumbuhan di sisi top line maupun bottom line akan meningkatkan kepercayaan diri pelaku pasar untuk ikut injeksi modal ke bbtn.,['bbtn']
BRI Jalin Kerja Sama Implementasi Aplikasi PSIAP bersama Dirjen Pajak Kemenkeu,"bbtn chart by tradingview “sebelum mengeksekusi rights , investor akan selalu melihat fundamental tiap emiten dan valuasi.",['bbtn']
BRI Jalin Kerja Sama Implementasi Aplikasi PSIAP bersama Dirjen Pajak Kemenkeu,pertumbuhan kinerja bbtn tentu menjadi daya tarik yang sangat tinggi.,['bbtn']
BRI Jalin Kerja Sama Implementasi Aplikasi PSIAP bersama Dirjen Pajak Kemenkeu,"dan dari sisi harga, valuasi saham bbtn terbilang masih sangat murah,” kata tirta, rabu (22/6).",['bbtn']
BRI Jalin Kerja Sama Implementasi Aplikasi PSIAP bersama Dirjen Pajak Kemenkeu,"dengan harga saham saat ini, bank sekelas bbtn memiliki rasio pbv hanya 0,74x.",['bbtn']
BRI Jalin Kerja Sama Implementasi Aplikasi PSIAP bersama Dirjen Pajak Kemenkeu,"bmri memiliki pbv rasio 1,97x, bbni 1,22x dan bbri 2,44x.","['bmri', 'bbni', 'bbri']"
BRI Jalin Kerja Sama Implementasi Aplikasi PSIAP bersama Dirjen Pajak Kemenkeu,"dibandingkan peers , lanjutnya, saham bbtn bisa dibilang salah harga.",['bbtn']
BRI Jalin Kerja Sama Implementasi Aplikasi PSIAP bersama Dirjen Pajak Kemenkeu,"untuk itu, tirta rekomendasi saham bbtn dengan target harga rp 2.200 per saham cek berita dan artikel yang lain di google news",['bbtn']
"Implementasikan Aplikasi PSIAP, BRI Gandeng Ditjen Pajak","batu bara ke us$400/ton !adro pede perpanjang buyback rp 4 t jakarta, cnbc indonesia - harga batu bara tampaknya masih nyaman berada di dekat level psikologis us$ 400/ton.",['adro']
"Implementasikan Aplikasi PSIAP, BRI Gandeng Ditjen Pajak","saham emiten tambang batu bara bumn pt bukit asam tbk (ptba) masih memimpin penguatan dengan apresiasi 2,23%.",['ptba']
"Implementasikan Aplikasi PSIAP, BRI Gandeng Ditjen Pajak",sedangkan saham pt adaro energy indonesia tbk (adro) malah stagnan.,['adro']
"Implementasikan Aplikasi PSIAP, BRI Gandeng Ditjen Pajak",sisanya seperti pt indo tambagraya megah tbk (itmg) dan pt indika energy tbk (itmg) cenderung terkoreksi.,"['itmg', 'itmg']"
"Implementasikan Aplikasi PSIAP, BRI Gandeng Ditjen Pajak","namun jika menyoal potensi pasar eropa, sebenarnya adro merupakan emiten yang diuntungkan.",['adro']
"Implementasikan Aplikasi PSIAP, BRI Gandeng Ditjen Pajak",hal ini lantaran adro yang sudah mengekspor batu bara ke eropa sejak kuartal i-2022.,['adro']
"Implementasikan Aplikasi PSIAP, BRI Gandeng Ditjen Pajak",memang secara volume masih kecil karena pangsa pasar terbesar adro dan emiten lain memang masih berada di kawasan asia.,['adro']
"Implementasikan Aplikasi PSIAP, BRI Gandeng Ditjen Pajak","""perseroan bermaksud untuk melakukan perpanjangan kembali selama tiga bulan sejak tanggal keterbukaan informasi ini karena akan berakhirnya periode perpanjangan kedua pembelian kembali saham perseroan pada 21 juni 2022,"" ungkap sekretaris perusahaan pt adaro energy indonesia tbk, mahardika putranto dalam keterbukaan informasi bursa, selasa (21/6/2022).","['buka', 'buka']"
Simak Proyeksi IHSG dan Rekomendasi Saham untuk Perdagangan Kamis (30/6),"adro pede perpanjang buyback rp 4 t jakarta, cnbc indonesia - harga batu bara tampaknya masih nyaman berada di dekat level psikologis us$ 400/ton.",['adro']
Simak Proyeksi IHSG dan Rekomendasi Saham untuk Perdagangan Kamis (30/6),"saham emiten tambang batu bara bumn pt bukit asam tbk (ptba) masih memimpin penguatan dengan apresiasi 2,23%.",['ptba']
Simak Proyeksi IHSG dan Rekomendasi Saham untuk Perdagangan Kamis (30/6),sedangkan saham pt adaro energy indonesia tbk (adro) malah stagnan.,['adro']
Simak Proyeksi IHSG dan Rekomendasi Saham untuk Perdagangan Kamis (30/6),sisanya seperti pt indo tambagraya megah tbk (itmg) dan pt indika energy tbk (itmg) cenderung terkoreksi.,"['itmg', 'itmg']"
